Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A6I9QJE4	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	940	PF02181	521..917
A0A6I9QMZ8	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	1266	PF02181	846..1216
A0A6I9QQG4	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	855	PF02181	383..794
A0A6I9RCC6	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	828	PF02181	369..775
A0A6I9RIZ5	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	826	PF02181	367..773
A0A6I9RL01	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	887	PF02181	425..829
A0A6I9S8J8	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	832	PF02181	393..781
A0A6I9SFE6	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	1168	PF02181	747..1118
A0A6I9SG85	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	850	PF02181	410..799
A0A6I9SPW8	unreviewed	Formin-like protein	4182	Sesamum indicum	715	PF02181	259..659
A0A6I9SR41	unreviewed	Formin-like protein	4182	Sesamum indicum	1503	PF02181	1095..1464
A0A6I9SS67	unreviewed	Formin-like protein	4182	Sesamum indicum	1547	PF02181	1139..1508
A0A6I9STL9	unreviewed	Formin-like protein	4182	Sesamum indicum	889	PF02181	446..840
A0A6I9T771	unreviewed	Formin-like protein	4182	Sesamum indicum	916	PF02181	447..851
A0A6I9TB79	unreviewed	Formin-like protein	4182	Sesamum indicum	1285	PF02181	861..1232
A0A6I9TGB5	unreviewed	Formin-like protein	4182	Sesamum indicum	1466	PF02181	1051..1422
A0A6I9TIG3	unreviewed	Formin-like protein	4182	Sesamum indicum	987	PF02181	536..936
A0A6I9TIN9	unreviewed	Formin-like protein	4182	Sesamum indicum	916	PF02181	473..862
A0A6I9TSK5	unreviewed	Formin-like protein	4182	Sesamum indicum	1604	PF02181	1157..1550
A0A6I9TY99	unreviewed	Formin-like protein	4182	Sesamum indicum	813	PF02181	343..754
A0A6I9U3E5	unreviewed	Formin-like protein	4182	Sesamum indicum	850	PF02181	433..827
A0A6I9UD15	unreviewed	Formin-like protein	4182	Sesamum indicum	916	PF02181	456..857
A0A6I9UH62	unreviewed	Formin-like protein	4182	Sesamum indicum	942	PF02181	456..846
A0A6I9UK08	unreviewed	Formin-like protein	4182	Sesamum indicum	891	PF02181	457..850
A0A6I9USG6	unreviewed	Formin-like protein	4182	Sesamum indicum	1541	PF02181	1135..1503
A0A6I9UW47	unreviewed	FH2 domain-containing protein	27457	Bactrocera dorsalis	1674	PF02181	1221..1625
A0A6I9UY02	unreviewed	FH2 domain-containing protein	27457	Bactrocera dorsalis	1876	PF02181	1423..1827
A0A6I9V4T8	unreviewed	formin-J	27457	Bactrocera dorsalis	1800	PF02181	384..767
A0A6I9V9G9	unreviewed	FH2 domain-containing protein	27457	Bactrocera dorsalis	1440	PF02181	986..1391
A0A6I9VMS9	unreviewed	FH2 domain-containing protein	144034	Pogonomyrmex barbatus	1249	PF02181	799..1196
A0A6I9WE32	unreviewed	LOW QUALITY PROTEIN: protein diaphanous-like	144034	Pogonomyrmex barbatus	1089	PF02181	603..973
A0A6I9WI74	unreviewed	FH2 domain-containing protein	144034	Pogonomyrmex barbatus	1690	PF02181	228..605
A0A6I9WJP1	unreviewed	LOW QUALITY PROTEIN: disheveled-associated activator of morphogenesis 1	144034	Pogonomyrmex barbatus	1120	PF02181	632..1005
A0A6I9WQX3	unreviewed	formin-like protein CG32138 isoform X1	144034	Pogonomyrmex barbatus	1090	PF02181	608..982
A0A6I9WX35	unreviewed	formin-like protein CG32138 isoform X2	144034	Pogonomyrmex barbatus	1081	PF02181	599..973
A0A6I9X179	unreviewed	FH2 domain-containing protein	35019	Thamnophis sirtalis	111	PF02181	2..87
A0A6I9X9Q4	unreviewed	FH2 domain-containing protein	35019	Thamnophis sirtalis	1442	PF02181	1004..1393
A0A6I9XC29	unreviewed	inverted formin-2 isoform X1	35019	Thamnophis sirtalis	576	PF02181	11..200
A0A6I9XCM2	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X2	35019	Thamnophis sirtalis	1078	PF02181	607..980
A0A6I9XCN5	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X1	35019	Thamnophis sirtalis	1104	PF02181	628..1009
A0A6I9XD89	unreviewed	inverted formin-2 isoform X2	35019	Thamnophis sirtalis	575	PF02181	11..200
A0A6I9XDR8	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X3	35019	Thamnophis sirtalis	1077	PF02181	607..979
A0A6I9XDS5	unreviewed	formin-like protein 1 isoform X4	35019	Thamnophis sirtalis	1130	PF02181	656..1021
A0A6I9XDS7	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X2	35019	Thamnophis sirtalis	1094	PF02181	628..999
A0A6I9XGK8	unreviewed	formin-like protein CG32138 isoform X3	144034	Pogonomyrmex barbatus	1044	PF02181	608..982
A0A6I9XI82	unreviewed	formin-like protein 1 isoform X1	35019	Thamnophis sirtalis	1173	PF02181	699..1064
A0A6I9XI87	unreviewed	formin-like protein 1 isoform X6	35019	Thamnophis sirtalis	1084	PF02181	610..975
A0A6I9XIM2	unreviewed	formin-like protein 1 isoform X2	35019	Thamnophis sirtalis	1169	PF02181	699..1064
A0A6I9XIM6	unreviewed	formin-like protein 1 isoform X7	35019	Thamnophis sirtalis	897	PF02181	423..788
A0A6I9XQP9	unreviewed	protein diaphanous homolog 3-like	35019	Thamnophis sirtalis	356	PF02181	257..342
A0A6I9XSW9	unreviewed	formin-like protein 1 isoform X3	35019	Thamnophis sirtalis	1150	PF02181	699..880,877..1041
A0A6I9XSX7	unreviewed	formin-like protein 1 isoform X8	35019	Thamnophis sirtalis	1126	PF02181	656..1021
A0A6I9XU25	unreviewed	FH2 domain-containing protein	35019	Thamnophis sirtalis	1248	PF02181	802..1192
A0A6I9Y420	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X1	35019	Thamnophis sirtalis	1089	PF02181	607..991
A0A6I9Y4A0	unreviewed	FH1/FH2 domain-containing protein 3	35019	Thamnophis sirtalis	1752	PF02181	1024..1193,1423..1577
A0A6I9Y4G0	unreviewed	FH2 domain-containing protein	35019	Thamnophis sirtalis	1362	PF02181	916..1306
A0A6I9Y682	unreviewed	formin-like protein 1 isoform X5	35019	Thamnophis sirtalis	1123	PF02181	649..1014
A0A6I9Y8K4	unreviewed	FH2 domain-containing protein	35019	Thamnophis sirtalis	484	PF02181	18..382
A0A6I9YFG4	unreviewed	protein diaphanous homolog 3-like	35019	Thamnophis sirtalis	176	PF02181	2..84
A0A6I9YHJ6	unreviewed	LOW QUALITY PROTEIN: delphilin	35019	Thamnophis sirtalis	1043	PF02181	795..1019
A0A6I9YNM6	unreviewed	FH1/FH2 domain-containing protein 1	35019	Thamnophis sirtalis	1062	PF02181	526..892
A0A6I9YQ61	unreviewed	protein diaphanous homolog 1	35019	Thamnophis sirtalis	719	PF02181	215..587
A0A6I9YTV9	unreviewed	protein diaphanous homolog 2-like	35019	Thamnophis sirtalis	397	PF02181	30..297
A0A6I9YWB2	unreviewed	FH2 domain-containing protein	35019	Thamnophis sirtalis	581	PF02181	426..581
A0A6I9Z496	unreviewed	FH2 domain-containing protein	35019	Thamnophis sirtalis	177	PF02181	84..176
A0A6I9Z794	unreviewed	FH2 domain-containing protein	35019	Thamnophis sirtalis	941	PF02181	2..280
A0A6I9ZEF1	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X1	48883	Geospiza fortis	1043	PF02181	567..948
A0A6I9ZNI1	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X1	32536	Acinonyx jubatus	1078	PF02181	601..983
A0A6I9ZP32	unreviewed	FH1/FH2 domain-containing protein 1 isoform X1	32536	Acinonyx jubatus	1208	PF02181	663..1030
A0A6I9ZPV7	unreviewed	FH1/FH2 domain-containing protein 1 isoform X2	32536	Acinonyx jubatus	1182	PF02181	637..1004
A0A6J0AEZ0	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X1	30538	Vicugna pacos	1077	PF02181	596..978
A0A6J0AI62	unreviewed	FH1/FH2 domain-containing protein 1 isoform X1	30538	Vicugna pacos	1194	PF02181	649..1016
A0A6J0AJZ1	unreviewed	LOW QUALITY PROTEIN: protein diaphanous homolog 1	30538	Vicugna pacos	1273	PF02181	768..1143
A0A6J0AQ05	unreviewed	LOW QUALITY PROTEIN: delphilin	30538	Vicugna pacos	1108	PF02181	719..1084
A0A6J0ARQ4	unreviewed	protein diaphanous homolog 2	30538	Vicugna pacos	1085	PF02181	613..986
A0A6J0AY22	unreviewed	inverted formin-2-like	30538	Vicugna pacos	635	PF02181	23..327
A0A6J0B7G4	unreviewed	disheveled-associated activator of morphogenesis 1	441921	Neodiprion lecontei	1085	PF02181	598..971
A0A6J0B826	unreviewed	formin-like protein CG32138	441921	Neodiprion lecontei	1087	PF02181	605..979
A0A6J0BP81	unreviewed	uncharacterized protein LOC107221879 isoform X2	441921	Neodiprion lecontei	1741	PF02181	338..718
A0A6J0BPP1	unreviewed	uncharacterized protein LOC107221879 isoform X1	441921	Neodiprion lecontei	1742	PF02181	339..719
A0A6J0BRN6	unreviewed	protein diaphanous isoform X2	441921	Neodiprion lecontei	1088	PF02181	605..977
A0A6J0BRP8	unreviewed	protein diaphanous isoform X1	441921	Neodiprion lecontei	1095	PF02181	612..984
A0A6J0BRS7	unreviewed	protein diaphanous isoform X4	441921	Neodiprion lecontei	1078	PF02181	595..967
A0A6J0BSB3	unreviewed	protein diaphanous isoform X3	441921	Neodiprion lecontei	1086	PF02181	603..975
A0A6J0BTC5	unreviewed	protein diaphanous isoform X5	441921	Neodiprion lecontei	1071	PF02181	588..960
A0A6J0C853	unreviewed	FH2 domain-containing protein	441921	Neodiprion lecontei	1342	PF02181	898..1293
A0A6J0CAZ4	unreviewed	FH1/FH2 domain-containing protein 3 isoform X2	441921	Neodiprion lecontei	1254	PF02181	739..1103
A0A6J0CD60	unreviewed	FH1/FH2 domain-containing protein 3 isoform X3	441921	Neodiprion lecontei	1172	PF02181	657..1021
A0A6J0CDP3	unreviewed	FH1/FH2 domain-containing protein 3 isoform X1	441921	Neodiprion lecontei	1892	PF02181	1380..1744
A0A6J0CJJ7	unreviewed	Dishevelled associated activator of morphogenesis 2	230844	Peromyscus maniculatus bairdii	1115	PF02181	596..1016
A0A6J0CKL2	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X4	230844	Peromyscus maniculatus bairdii	1067	PF02181	596..968
A0A6J0CLE1	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X3	230844	Peromyscus maniculatus bairdii	1107	PF02181	588..1008
A0A6J0CVK8	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	160	PF02181	1..147
A0A6J0CZH8	unreviewed	formin-like protein 3	230844	Peromyscus maniculatus bairdii	985	PF02181	519..883
A0A6J0D003	unreviewed	Formin like 2	230844	Peromyscus maniculatus bairdii	1086	PF02181	616..981
A0A6J0D0S9	unreviewed	Formin like 2	230844	Peromyscus maniculatus bairdii	1085	PF02181	616..981
A0A6J0D4W7	unreviewed	formin-like protein 1 isoform X2	230844	Peromyscus maniculatus bairdii	1098	PF02181	636..1001
A0A6J0DB15	unreviewed	Formin like 1	230844	Peromyscus maniculatus bairdii	1102	PF02181	636..1001
A0A6J0DGM9	unreviewed	FH1/FH2 domain-containing protein 3	230844	Peromyscus maniculatus bairdii	1370	PF02181	1038..1368
A0A6J0DPM7	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	1331	PF02181	885..1275
A0A6J0DSG6	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	1371	PF02181	925..1315
A0A6J0DSR5	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	928	PF02181	482..872
A0A6J0DUE9	unreviewed	FH1/FH2 domain-containing protein 3-like isoform X2	230844	Peromyscus maniculatus bairdii	291	PF02181	1..122
A0A6J0DWJ8	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	1148	PF02181	90..454
A0A6J0DY60	unreviewed	FH2 domain-containing protein	230844	Peromyscus maniculatus bairdii	1429	PF02181	983..1373
A0A6J0E137	unreviewed	inverted formin-2 isoform X3	230844	Peromyscus maniculatus bairdii	1292	PF02181	608..970
A0A6J0E147	unreviewed	Diaphanous related formin 2	230844	Peromyscus maniculatus bairdii	1095	PF02181	623..996
A0A6J0E291	unreviewed	FH1/FH2 domain-containing protein 1	230844	Peromyscus maniculatus bairdii	1204	PF02181	658..1026
A0A6J0E2V3	unreviewed	inverted formin-2 isoform X2	230844	Peromyscus maniculatus bairdii	1304	PF02181	608..970
A0A6J0E427	unreviewed	protein diaphanous homolog 1 isoform X3	230844	Peromyscus maniculatus bairdii	1244	PF02181	762..1137
A0A6J0E4F2	unreviewed	inverted formin-2 isoform X6	230844	Peromyscus maniculatus bairdii	1280	PF02181	583..945
A0A6J0E513	unreviewed	protein diaphanous homolog 2 isoform X1	230844	Peromyscus maniculatus bairdii	1106	PF02181	634..1007
A0A6J0E5S8	unreviewed	Diaphanous related formin 1	230844	Peromyscus maniculatus bairdii	1255	PF02181	753..1128
A0A6J0E624	unreviewed	inverted formin-2 isoform X1	230844	Peromyscus maniculatus bairdii	1305	PF02181	608..970
A0A6J0E630	unreviewed	inverted formin-2 isoform X5	230844	Peromyscus maniculatus bairdii	1282	PF02181	608..970
A0A6J0E8V1	unreviewed	inverted formin-2 isoform X4	230844	Peromyscus maniculatus bairdii	1291	PF02181	608..970
A0A6J0E9S1	unreviewed	Dishevelled associated activator of morphogenesis 1	230844	Peromyscus maniculatus bairdii	1078	PF02181	601..983
A0A6J0GHZ8	unreviewed	FH2 domain-containing protein	321398	Lepidothrix coronata	1126	PF02181	89..451
A0A6J0GJP4	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X1	321398	Lepidothrix coronata	1084	PF02181	604..987
A0A6J0GK07	unreviewed	formin-2 isoform X2	321398	Lepidothrix coronata	1753	PF02181	1315..1704
A0A6J0GK12	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X2	321398	Lepidothrix coronata	1073	PF02181	604..976
A0A6J0GK51	unreviewed	formin-2 isoform X1	321398	Lepidothrix coronata	1764	PF02181	1326..1715
A0A6J0GMH9	unreviewed	inverted formin-2 isoform X3	321398	Lepidothrix coronata	1337	PF02181	616..979
A0A6J0GMR4	unreviewed	inverted formin-2 isoform X2	321398	Lepidothrix coronata	1347	PF02181	616..979
A0A6J0GMX5	unreviewed	inverted formin-2 isoform X1	321398	Lepidothrix coronata	1348	PF02181	616..979
A0A6J0H782	unreviewed	FH1/FH2 domain-containing protein 3 isoform X4	321398	Lepidothrix coronata	1588	PF02181	1070..1434
A0A6J0H788	unreviewed	FH1/FH2 domain-containing protein 3 isoform X8	321398	Lepidothrix coronata	1453	PF02181	913..1277
A0A6J0H7V8	unreviewed	FH1/FH2 domain-containing protein 3 isoform X3	321398	Lepidothrix coronata	1593	PF02181	1053..1417
A0A6J0H7W2	unreviewed	FH1/FH2 domain-containing protein 3 isoform X7	321398	Lepidothrix coronata	1508	PF02181	968..1332
A0A6J0H7X9	unreviewed	FH2 domain-containing protein	321398	Lepidothrix coronata	212	PF02181	16..203
A0A6J0H8C6	unreviewed	protein diaphanous homolog 3 isoform X1	321398	Lepidothrix coronata	1107	PF02181	553..924
A0A6J0H8R9	unreviewed	FH1/FH2 domain-containing protein 3 isoform X1	321398	Lepidothrix coronata	1610	PF02181	1070..1434
A0A6J0H8S7	unreviewed	FH1/FH2 domain-containing protein 3 isoform X6	321398	Lepidothrix coronata	1534	PF02181	994..1358
A0A6J0H8S9	unreviewed	FH1/FH2 domain-containing protein 3 isoform X2	321398	Lepidothrix coronata	1602	PF02181	1070..1434
A0A6J0H8T2	unreviewed	FH1/FH2 domain-containing protein 3 isoform X10	321398	Lepidothrix coronata	1428	PF02181	896..1260
A0A6J0H9J6	unreviewed	FH2 domain-containing protein	321398	Lepidothrix coronata	208	PF02181	2..199
A0A6J0H9V4	unreviewed	FH1/FH2 domain-containing protein 3 isoform X5	321398	Lepidothrix coronata	1585	PF02181	1053..1417
A0A6J0H9V9	unreviewed	FH1/FH2 domain-containing protein 3 isoform X9	321398	Lepidothrix coronata	1445	PF02181	913..1277
A0A6J0HA93	unreviewed	protein diaphanous homolog 2 isoform X3	321398	Lepidothrix coronata	1207	PF02181	735..1108
A0A6J0HAP9	unreviewed	protein diaphanous homolog 2 isoform X1	321398	Lepidothrix coronata	1218	PF02181	746..1119
A0A6J0HAQ8	unreviewed	protein diaphanous homolog 2 isoform X2	321398	Lepidothrix coronata	1211	PF02181	739..1112
A0A6J0HAS6	unreviewed	protein diaphanous homolog 2 isoform X4	321398	Lepidothrix coronata	1200	PF02181	746..1119
A0A6J0HAT6	unreviewed	protein diaphanous homolog 2 isoform X5	321398	Lepidothrix coronata	1166	PF02181	694..1067
A0A6J0HB29	unreviewed	protein diaphanous homolog 3 isoform X2	321398	Lepidothrix coronata	1053	PF02181	553..924
A0A6J0HVI0	unreviewed	delphilin	321398	Lepidothrix coronata	1235	PF02181	847..1211
A0A6J0HXL5	unreviewed	formin-like protein 2	321398	Lepidothrix coronata	926	PF02181	452..817
A0A6J0HZG8	unreviewed	FH1/FH2 domain-containing protein 1 isoform X2	321398	Lepidothrix coronata	1285	PF02181	753..1118
A0A6J0I1H0	unreviewed	FH1/FH2 domain-containing protein 1 isoform X1	321398	Lepidothrix coronata	1311	PF02181	779..1144
A0A6J0I9W2	unreviewed	FH2 domain-containing protein	321398	Lepidothrix coronata	1230	PF02181	784..1174
A0A6J0IKW5	unreviewed	LOW QUALITY PROTEIN: disheveled-associated activator of morphogenesis 1	321398	Lepidothrix coronata	1074	PF02181	598..979
A0A6J0IZN4	unreviewed	formin-like protein 3	321398	Lepidothrix coronata	991	PF02181	568..860
A0A6J0J4H5	unreviewed	formin-like protein 1 isoform X2	321398	Lepidothrix coronata	1023	PF02181	558..923
A0A6J0J4J2	unreviewed	formin-like protein 1 isoform X1	321398	Lepidothrix coronata	1027	PF02181	558..923
A0A6J0JLC1	unreviewed	Formin-like protein	3726	Raphanus sativus	741	PF02181	291..691
A0A6J0JVE5	unreviewed	Formin-like protein	3726	Raphanus sativus	885	PF02181	421..815
A0A6J0JWR2	unreviewed	Formin-like protein	3726	Raphanus sativus	887	PF02181	415..826
A0A6J0K0G2	unreviewed	Formin-like protein	3726	Raphanus sativus	1126	PF02181	722..1092
A0A6J0K207	unreviewed	Formin-like protein	3726	Raphanus sativus	833	PF02181	429..799
A0A6J0K329	unreviewed	Formin-like protein	3726	Raphanus sativus	876	PF02181	425..814
A0A6J0K7B5	unreviewed	Formin-like protein	3726	Raphanus sativus	822	PF02181	545..822
A0A6J0K7Q0	unreviewed	Formin-like protein	3726	Raphanus sativus	1261	PF02181	858..1216
A0A6J0K7R3	unreviewed	Formin-like protein	3726	Raphanus sativus	1285	PF02181	545..918,932..1248
A0A6J0K8Y4	unreviewed	Formin-like protein	3726	Raphanus sativus	1267	PF02181	858..1229
A0A6J0KXJ0	unreviewed	Formin-like protein	3726	Raphanus sativus	805	PF02181	342..750
A0A6J0L9P0	unreviewed	Formin-like protein	3726	Raphanus sativus	1297	PF02181	862..1230
A0A6J0LPC7	unreviewed	Formin-like protein	3726	Raphanus sativus	818	PF02181	449..805
A0A6J0LQM1	unreviewed	Formin-like protein	3726	Raphanus sativus	797	PF02181	337..739
A0A6J0LRJ5	unreviewed	Formin-like protein	3726	Raphanus sativus	927	PF02181	467..869
A0A6J0M5N5	unreviewed	Formin-like protein	3726	Raphanus sativus	717	PF02181	259..657
A0A6J0M6C6	unreviewed	Formin-like protein	3726	Raphanus sativus	1291	PF02181	783..1152
A0A6J0MFV5	unreviewed	Formin-like protein	3726	Raphanus sativus	1626	PF02181	1219..1587
A0A6J0ML02	unreviewed	Formin-like protein	3726	Raphanus sativus	857	PF02181	404..809
A0A6J0MPC9	unreviewed	Formin-like protein	3726	Raphanus sativus	397	PF02181	62..366
A0A6J0MTB2	unreviewed	Formin-like protein	3726	Raphanus sativus	840	PF02181	375..779
A0A6J0MUE5	unreviewed	Formin-like protein	3726	Raphanus sativus	1518	PF02181	1096..1464
A0A6J0NB15	unreviewed	Formin-like protein	3726	Raphanus sativus	823	PF02181	369..766
A0A6J0NGU1	unreviewed	Formin-like protein	3726	Raphanus sativus	811	PF02181	443..798
A0A6J0NY13	unreviewed	Formin-like protein	3726	Raphanus sativus	844	PF02181	426..821
A0A6J0P1P5	unreviewed	Formin-like protein	3726	Raphanus sativus	838	PF02181	419..815
A0A6J0P395	unreviewed	Formin-like protein	3726	Raphanus sativus	918	PF02181	470..859
A0A6J0P4N1	unreviewed	Formin-like protein	3726	Raphanus sativus	1082	PF02181	627..1022
A0A6J0P5R3	unreviewed	Formin-like protein	3726	Raphanus sativus	1218	PF02181	813..1182
A0A6J0P6N4	unreviewed	Formin-like protein	3726	Raphanus sativus	840	PF02181	426..817
A0A6J0P981	unreviewed	Formin-like protein	3726	Raphanus sativus	787	PF02181	431..777
A0A6J0P997	unreviewed	Formin-like protein	3726	Raphanus sativus	755	PF02181	414..738
A0A6J0PHX7	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	1406	PF02181	1000..1372
A0A6J0PLZ1	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	943	PF02181	493..890
A0A6J0PME7	unreviewed	Formin-like protein	51953	Elaeis guineensis var. tenera	853	PF02181	400..803
A0A6J0S9W1	unreviewed	inverted formin-2 isoform X1	103695	Pogona vitticeps	1312	PF02181	571..934
A0A6J0SDY7	unreviewed	inverted formin-2 isoform X2	103695	Pogona vitticeps	1311	PF02181	571..934
A0A6J0SGU9	unreviewed	inverted formin-2 isoform X3	103695	Pogona vitticeps	1295	PF02181	571..934
A0A6J0SPY8	unreviewed	FH2 domain-containing protein	103695	Pogona vitticeps	1129	PF02181	90..450
A0A6J0SWF0	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X2	103695	Pogona vitticeps	1076	PF02181	606..978
A0A6J0SYM8	unreviewed	formin-like protein 3	103695	Pogona vitticeps	1013	PF02181	552..916
A0A6J0T3Q7	unreviewed	disheveled-associated activator of morphogenesis 2 isoform X1	103695	Pogona vitticeps	1088	PF02181	606..990
A0A6J0T6J9	unreviewed	FH2 domain-containing protein	103695	Pogona vitticeps	1694	PF02181	1256..1645
A0A6J0TA20	unreviewed	FH2 domain-containing protein	103695	Pogona vitticeps	1698	PF02181	1260..1649
A0A6J0TIP2	unreviewed	protein diaphanous homolog 3	103695	Pogona vitticeps	1072	PF02181	623..993
A0A6J0TXN5	unreviewed	formin-like protein 7 isoform X1	103695	Pogona vitticeps	732	PF02181	361..723
A0A6J0TYR2	unreviewed	formin-like protein 1 isoform X3	103695	Pogona vitticeps	1058	PF02181	584..949
A0A6J0TZS5	unreviewed	formin-like protein 7 isoform X2	103695	Pogona vitticeps	703	PF02181	332..694
A0A6J0U2W4	unreviewed	formin-like protein 1 isoform X2	103695	Pogona vitticeps	1086	PF02181	612..977
A0A6J0U381	unreviewed	formin-like protein 2	103695	Pogona vitticeps	1059	PF02181	585..949
A0A6J0U4D7	unreviewed	formin-like protein 7 isoform X3	103695	Pogona vitticeps	640	PF02181	269..631
A0A6J0U5H0	unreviewed	FH1/FH2 domain-containing protein 1	103695	Pogona vitticeps	1308	PF02181	776..1138
A0A6J0U5U6	unreviewed	formin-like protein 1 isoform X1	103695	Pogona vitticeps	1131	PF02181	657..1022
A0A6J0U6Q5	unreviewed	LOW QUALITY PROTEIN: protein diaphanous homolog 1	103695	Pogona vitticeps	1235	PF02181	731..1105
A0A6J0UBL7	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X2	103695	Pogona vitticeps	998	PF02181	532..903
A0A6J0UC03	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X3	103695	Pogona vitticeps	1081	PF02181	605..986
A0A6J0UCR0	unreviewed	protein diaphanous homolog 2 isoform X1	103695	Pogona vitticeps	1119	PF02181	648..1020
A0A6J0UE74	unreviewed	protein diaphanous homolog 2 isoform X2	103695	Pogona vitticeps	1112	PF02181	641..1013
A0A6J0UG32	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X1	103695	Pogona vitticeps	1008	PF02181	532..913
A0A6J0UGV9	unreviewed	protein diaphanous homolog 2 isoform X4	103695	Pogona vitticeps	1108	PF02181	637..1009
A0A6J0UIA4	unreviewed	delphilin	103695	Pogona vitticeps	1117	PF02181	743..1094
A0A6J0UIL2	unreviewed	FH1/FH2 domain-containing protein 3 isoform X2	103695	Pogona vitticeps	1592	PF02181	1060..1424
A0A6J0UIL7	unreviewed	FH1/FH2 domain-containing protein 3 isoform X7	103695	Pogona vitticeps	1494	PF02181	954..1318
A0A6J0UIV4	unreviewed	FH1/FH2 domain-containing protein 3 isoform X3	103695	Pogona vitticeps	1583	PF02181	1043..1407
A0A6J0UIV8	unreviewed	FH1/FH2 domain-containing protein 3 isoform X8	103695	Pogona vitticeps	1445	PF02181	905..1269
A0A6J0UK04	unreviewed	protein diaphanous homolog 2 isoform X3	103695	Pogona vitticeps	1111	PF02181	648..1020
A0A6J0UKI4	unreviewed	FH1/FH2 domain-containing protein 3 isoform X4	103695	Pogona vitticeps	1578	PF02181	1060..1424
A0A6J0UKI9	unreviewed	FH1/FH2 domain-containing protein 3 isoform X9	103695	Pogona vitticeps	1422	PF02181	882..1246
A0A6J0UMT9	unreviewed	FH1/FH2 domain-containing protein 3 isoform X1	103695	Pogona vitticeps	1600	PF02181	1060..1424
A0A6J0UMU5	unreviewed	FH1/FH2 domain-containing protein 3 isoform X6	103695	Pogona vitticeps	1575	PF02181	1043..1407
A0A6J0UQY8	unreviewed	FH1/FH2 domain-containing protein 3 isoform X5	103695	Pogona vitticeps	1577	PF02181	1037..1401
A0A6J0URD5	unreviewed	FH2 domain-containing protein	103695	Pogona vitticeps	1228	PF02181	781..1172
A0A6J0UUE2	unreviewed	FH2 domain-containing protein	103695	Pogona vitticeps	1262	PF02181	815..1206
A0A6J0VLX8	unreviewed	FH1/FH2 domain-containing protein 3	9880	Odocoileus virginianus texanus	1601	PF02181	1057..1424
A0A6J0VQH7	unreviewed	disheveled-associated activator of morphogenesis 2	9880	Odocoileus virginianus texanus	1104	PF02181	624..1006
A0A6J0VY45	unreviewed	formin-like protein 1	9880	Odocoileus virginianus texanus	1095	PF02181	628..993
A0A6J0W307	unreviewed	FH2 domain-containing protein	9880	Odocoileus virginianus texanus	414	PF02181	91..410
A0A6J0WRT5	unreviewed	FH1/FH2 domain-containing protein 1 isoform X2	9880	Odocoileus virginianus texanus	1173	PF02181	627..995
A0A6J0WV51	unreviewed	FH1/FH2 domain-containing protein 1 isoform X1	9880	Odocoileus virginianus texanus	1199	PF02181	653..1021
A0A6J0XNL9	unreviewed	FH2 domain-containing protein	9880	Odocoileus virginianus texanus	787	PF02181	43..407
A0A6J0XVN3	unreviewed	inverted formin-2-like	9880	Odocoileus virginianus texanus	922	PF02181	220..582
A0A6J0Y418	unreviewed	LOW QUALITY PROTEIN: formin-like protein 2	9880	Odocoileus virginianus texanus	1065	PF02181	684..955
A0A6J0YA35	unreviewed	protein diaphanous homolog 1 isoform X3	9880	Odocoileus virginianus texanus	1214	PF02181	712..1087
A0A6J0YBF7	unreviewed	protein diaphanous homolog 1 isoform X2	9880	Odocoileus virginianus texanus	1170	PF02181	668..1043
A0A6J0YBI4	unreviewed	protein diaphanous homolog 1 isoform X1	9880	Odocoileus virginianus texanus	1205	PF02181	703..1078
